https://www.olx.com.pk/item/photo-state-machine-konica-minolta-7272-for-sale-IDWEBMi.html,,Photo state machine Konica Minolta 7272 for sale
https://www.olx.com.pk/item/core-i5-in-good-conditions-IDWECkO.html,,Core I5 in good conditions
https://www.olx.com.pk/item/lcd-0r-hp-cpu-towr-IDWEClf.html,,LCD 0R HP cpu towr
https://www.olx.com.pk/item/14-0-normal-pulled-led-IDWECn3.html,,14.0 normal pulled led
https://www.olx.com.pk/item/laptop-core-i5-4th-generation-IDWECkR.html,,Laptop core i5 4th generation
https://www.olx.com.pk/item/dell-pc-for-gaming-IDWECmz.html,,Dell pc for gaming
https://www.olx.com.pk/item/gegabyte-power-supply-550w-IDWECjy.html,,Gegabyte power supply 550w
https://www.olx.com.pk/item/gaming-steering-wheel-IDWCHLO.html,,Gaming steering wheel
https://www.olx.com.pk/item/dell-computer-lcd-keyboard-moues-IDWECn7.html,,Dell computer lcd keyboard moues
https://www.olx.com.pk/item/graphics-card-xfx-amd-radeon-hd-6670-IDWAydy.html,,Graphics card Xfx AMD radeon hd 6670
https://www.olx.com.pk/item/haier-ka-naya-laptop-IDWECnA.html,,Haier ka naya laptop
https://www.olx.com.pk/item/mobilink-3g-cloud-devise-IDWECnj.html,,Mobilink 3G Cloud Devise
https://www.olx.com.pk/item/targus-genuine-laptop-bag-IDWxiKL.html,,Targus Genuine Laptop Bag
https://www.olx.com.pk/item/dahao-main-motor-drive-new-model-IDWnJAh.html,,Dahao main motor drive new model
https://www.olx.com.pk/item/dahao-embroidery-machine-head-card-IDWnJxJ.html,,Dahao embroidery machine head card
https://www.olx.com.pk/item/today-fresh-photocopier-printer-IDWjJIG.html,,Today Fresh Photocopier & Printer
https://www.olx.com.pk/item/compaq-monitor-excellent-condition-21-5inch-IDWECdi.html,,Compaq monitor excellent condition 21.5inch
https://www.olx.com.pk/item/dell-i5-witj-key-back-light-graphic-card-14inch-dvd-web-cam-import-uk-IDWECvA.html,,Dell i5 witj key back light graphic card 14inch dvd web cam import uk
https://www.olx.com.pk/item/hp-gaming-pc-IDWBRQt.html,,Hp Gaming PC
https://www.olx.com.pk/item/dell-e6230-corei5-mini-notebook-3g-4g-all-networks-mobile-sims-working-IDWECwq.html,,Dell E6230 Corei5 MINI Notebook 3G/4G All Networks Mobile Sims Working
https://www.olx.com.pk/item/ravpower-all-in-1-filehub-6000mah-external-battery-pack-IDU58fP.html,,Ravpower All-In-1 Filehub + 6000mAh External Battery Pack
https://www.olx.com.pk/item/heiar-laptop-core-i3-5th-generation-IDWECv9.html,,Heiar laptop Core i3 5th Generation
https://www.olx.com.pk/item/inkmedia-laptop-rs-3500-only-IDWECwG.html,,InkMedia Laptop Rs 3500 only
https://www.olx.com.pk/item/zkt-walk-through-gate-IDWqf9i.html,,ZKT walk through gate
https://www.olx.com.pk/item/nvidia-gt-730-2gb-graphics-card-IDWECvq.html,,Nvidia GT 730 2gb Graphics Card
https://www.olx.com.pk/item/hp-gaming-machine-IDWECxs.html,,Hp gaming machine
https://www.olx.com.pk/item/xiaomi-wireless-mouse-v2-2-4ghz-1200dpi-black-IDWECqd.html,,Xiaomi Wireless Mouse V2 (2.4Ghz 1200dpi) Black
https://www.olx.com.pk/item/new-internet-cable-no-use-40-metre-cable-7-rupees-foot-IDWECyp.html,,New internet cable no use 40 metre cable 7 rupees /foot
https://www.olx.com.pk/item/dell-comuter-optiplex-160-IDWECyH.html,,Dell comuter optiplex 160
https://www.olx.com.pk/item/hp-power-dual-core-4th-generation-top-batery-timing-IDWECzh.html,,HP power Dual core 4th generation. top batery timing
https://www.olx.com.pk/item/xiaomi-mi-portable-mouse-double-mode-bluetooth-2-4g-silver-IDWECoY.html,,Xiaomi Mi Portable Mouse Double Mode Bluetooth + 2.4G – Silver
https://www.olx.com.pk/item/reconditioned-hp-3035-photocopier-printer-scanner-all-in-one-printer-IDWyNmZ.html,,Reconditioned Hp 3035 (Photocopier+Printer+Scanner) All in one printer
https://www.olx.com.pk/item/acer-tuch-led-27-inch-IDWECew.html,,Acer tuch led 27 inch
https://www.olx.com.pk/item/mikrotik-remote-servers-loadblancer-IDURog0.html,,Mikrotik Remote Servers (loadblancer)
https://www.olx.com.pk/item/windows-7-8-10-and-xp-original-available-at-jalalpur-jattan-IDWEC5A.html,,Windows 7.8.10 and xp original available at jalalpur jattan
https://www.olx.com.pk/item/new-hp-core-i5-IDWEC5B.html,,New Hp core i5
https://www.olx.com.pk/item/hp-laptop-i3-6550-probook-IDWEC5F.html,,HP laptop i3 6550 probook
https://www.olx.com.pk/item/any-computer-software-verified-at-jalalpur-jattan-IDWEC69.html,,Any computer software (verified) at jalalpur jattan
https://www.olx.com.pk/item/xiaomi-mi-wifi-router-3g-ac-1200-IDWxjSj.html,,Xiaomi Mi WiFi Router 3G (AC 1200)
https://www.olx.com.pk/item/here-iam-to-sell-fx-570es-plus-casio-scientific-calculator-IDWEC6r.html,,Here iam to sell fx-570es Plus Casio Scientific Calculator
https://www.olx.com.pk/item/view-sonic-energy-saving-19-inches-l-e-d-monitor-IDWyzNq.html,,View Sonic Energy Saving 19 inches L.E.D Monitor
https://www.olx.com.pk/item/dell-e4300-core2duo-2gb-ram-160-hardisk-cam-IDWEC7E.html,,"Dell e4300 Core2Duo, 2GB RAM, 160 Hardisk , CAM"
https://www.olx.com.pk/item/3g-evo-wingle-9-3mbps-wifi-device-its-a-post-paid-IDWsm2U.html,,3G EVO Wingle 9.3Mbps WiFi Device (Its a Post Paid)
https://www.olx.com.pk/item/ptcl-and-other-network-original-cables-IDWmaKD.html,,PTCL and Other Network Original Cables
https://www.olx.com.pk/item/ptcl-wateen-adapter-original-IDWmaB9.html,,"PTCL, Wateen, Adapter Original"
https://www.olx.com.pk/item/gaming-card-radeon-hd-6670-IDWEC7n.html,,Gaming card Radeon HD 6670
https://www.olx.com.pk/item/2nd-3rd-generation-barebone-pc-loot-sale-must-watch-IDWEC8K.html,,2nd & 3rd Generation Barebone Pc ~ Loot Sale ~ Must Watch
https://www.olx.com.pk/item/wateen-outdoor-adapter-IDWlUIQ.html,,Wateen Outdoor Adapter
https://www.olx.com.pk/item/lenovo-notebook-x131-IDWEC9A.html,,Lenovo notebook X131
https://www.olx.com.pk/item/computer-p4-IDWbR68.html,,Computer p4
https://www.olx.com.pk/item/4g-chargi-cloud-ptcl-without-sim-IDWmqvg.html,,4G Chargi Cloud (PTCL) without SIM
https://www.olx.com.pk/item/hp-laptop-corei5-third-generation-IDWEC9G.html,,Hp Laptop Corei5 Third Generation
https://www.olx.com.pk/item/hp-adapter-IDWmawu.html,,HP Adapter (باریک پن والا)
https://www.olx.com.pk/item/logitech-mx5500-original-bluetooth-mouse-with-charging-dock-IDWCnv9.html,,Logitech Mx5500 Original Bluetooth Mouse With Charging Dock
